"","tail","head","value"
"89",7,18,0.0005440472
"90",7,19,0.002606226
"91",7,20,4.700408e-05
"92",7,23,0.001711148
"93",7,27,4.170362e-05
"94",7,30,1.130098e-05
"95",7,31,0.0001440125
"96",7,37,8.380727e-05
"97",7,67,7.280631e-07
"98",7,69,1.670145e-05
"99",7,71,4.350377e-07
"100",7,125,0.009628835
"101",8,24,2.896966
"102",8,25,0.3121011
"103",8,26,1.205648
"104",8,30,0.006229603
"105",8,32,0.1117817
"106",8,35,0.3052129
"107",8,36,0.01890461
"108",8,38,0.3202118
"109",8,39,0.04387799
"110",8,40,0.1379949
"111",8,41,0.1501049
"112",8,43,0.2569416
"113",8,45,0.0149429
"114",8,48,0.02620607
"115",8,71,0.000302319
"116",8,100,1.333461e-05
"117",8,124,4.692561
"118",9,41,0.08111634
"119",9,42,0.3626406
"120",9,44,0.007428848
"121",9,45,0.2106247
"122",9,49,0.193396
"123",9,65,0.006725862
"124",9,84,0.006390869
"125",9,100,0.001920961
"126",9,109,0.001117977
"127",9,110,0.001052978
"128",9,119,0.00242395
"129",9,122,0.001142977
"130",9,123,83.13721
"131",9,124,110.8496
"132",9,125,83.13721
"133",10,41,0.008672672
"134",10,42,0.04120844
"135",10,44,0.0008439681
"136",10,45,0.02393409
"137",10,49,0.02197617
"138",10,65,0.0007639711
"139",10,84,0.0007259726
"140",10,100,0.0002179918
"141",10,109,0.0005079808
"142",10,110,0.0004789819
"143",10,122,0.0002599902
"144",10,123,9.810125
"145",10,124,13.08017
"146",10,125,9.810125
"147",11,41,0.007363601
"148",11,42,0.02966939
"149",11,44,0.000607967
"150",11,45,0.01723206
"151",11,49,0.01582314
"152",11,65,0.0005499701
"153",11,84,0.0005229716
"154",11,100,0.0001569915
"155",11,109,0.0003659801
"156",11,110,0.0003449813
"157",11,122,0.0003739797
"158",11,123,3.128252
"159",11,124,4.171001
"160",11,125,3.128252
"161",12,124,111
"162",13,71,0.0004207199
"163",13,84,0.02533371
"164",13,89,0.0004454076
"165",13,91,0.0009782508
"166",13,100,0.0001861865
"167",13,123,21.75976
"168",13,124,29.01301
"169",13,125,21.75976
"170",14,30,0.612029
"171",14,33,0.05881255
"172",14,41,0.1574601
"173",14,42,0.4335194
"174",14,43,2.065216
"175",14,44,0.05328769
"176",14,45,0.1085303
"177",14,46,0.06157349
"178",14,49,0.02889929
"179",14,65,0.007690812
"180",14,71,0.001977951
"181",14,83,1.349967e-05
"182",14,84,0.004357893
"183",14,89,0.001569961
"184",14,91,0.003097924
"185",14,100,0.001309968
"186",14,109,0.0007619812
"187",14,110,0.0007179824
"188",14,119,0.0008269797
"189",14,122,0.0003899904
"190",14,123,31.91939
"191",14,124,42.55919
"192",14,125,31.91939
"193",15,16,26.01588
"194",15,17,2.341136
"195",15,18,0.782566
"196",15,19,3.748304
"197",15,20,0.06765579
"198",15,21,4.915469
"199",15,23,2.710913
"200",15,27,0.02922151
"201",15,31,0.2504139
"202",15,123,26.98428
"203",16,17,8.308995
"204",16,18,1.402419
"205",16,19,6.71725
"206",16,20,0.1212441
"207",16,21,9.304338
"208",16,23,4.858165
"209",16,27,0.03054776
"210",16,31,0.09616339
"211",16,37,0.1497201
"212",16,123,119.8148
"213",17,18,0.08488858
"214",17,19,0.4065979
"215",17,20,0.007339258
"216",17,23,0.2940665
"217",17,27,0.001848984
"218",17,31,0.005820717
"219",17,37,0.009539004
"220",17,123,9.469094
"221",18,22,0.06831508
"222",18,28,0.002048419
"223",18,29,0.001687234
"224",18,30,0.0002936545
"225",18,45,0.01047743
"226",18,57,0.000614935
"227",18,58,2.097532e-05
"228",18,59,0.01648558
"229",18,65,0.0001432461
"230",18,67,2.179387e-05
"231",18,68,0.001776251
"232",18,69,0.0004993149
"233",18,72,0.0007755753
"234",18,73,0.0003529993
"235",18,74,0.0007172536
"236",18,75,2.117996e-05
"237",18,77,1.64733e-05
"238",18,78,5.729843e-06
"239",18,81,0.0001903127
"240",18,82,0.001681095
"241",18,85,0.0003253733
"242",18,86,0.0001094809
"243",18,94,0.007690268
"244",18,95,0.0003929036
"245",18,96,9.239373e-05
"246",18,99,1.074346e-06
"247",18,123,2.840403
"248",19,22,0.3197658
"249",19,28,0.009577885
"250",19,29,0.0179882
"251",19,30,0.001373608
"252",19,45,0.04898831
"253",19,57,0.002875487
"254",19,58,9.817257e-05
"255",19,59,0.07713212
"256",19,65,1.181707e-05
"257",19,67,0.0001020106
"258",19,68,0.008310328
"259",19,69,0.002334123
"260",19,72,0.003990533
"261",19,73,0.001649339
"262",19,74,0.002288673
"263",19,75,0.0005666133
"264",19,77,5.25203e-05
"265",19,78,2.686616e-05
"266",19,81,0.0008877952
"267",19,82,0.007858855
"268",19,85,0.001523089
"269",19,86,0.000513083
"270",19,94,0.03001535
"271",19,95,0.002520974
"272",19,96,0.0004757128
"273",19,99,3.44412e-06
"274",19,123,13.70643
"275",20,22,0.005599047
"276",20,28,0.0001669716
"277",20,29,0.0001369767
"278",20,30,2.389593e-05
"279",20,45,0.0008528549
"280",20,57,5.009148e-05
"281",20,58,1.709709e-06
"282",20,59,0.001343771
"283",20,65,0.000487917
"284",20,67,1.779697e-06
"285",20,68,0.0001449753
"286",20,69,4.069308e-05
"287",20,72,6.318925e-05
"288",20,73,2.869512e-05
"289",20,74,3.989321e-05
"290",20,75,9.86832e-06
"291",20,77,9.138445e-07
"292",20,78,4.669206e-07
"293",20,81,1.549736e-05
"294",20,82,0.0001369767
"295",20,85,2.649549e-05
"296",20,86,8.928481e-06
"297",20,94,0.0006268933
"298",20,95,3.199456e-05
"299",20,96,7.528719e-06
"300",20,99,5.988981e-08
"301",20,123,0.2479468
"302",21,22,0.2327974
"303",21,28,0.006981906
"304",21,29,9.519869e-05
"305",21,30,0.001001141
"306",21,45,0.03570904
"307",21,57,0.002095575
"308",21,58,7.162472e-05
"309",21,59,0.06184604
"310",21,65,0.0004363691
"311",21,67,7.433321e-05
"312",21,68,0.006662904
"313",21,69,0.00187087
"314",21,72,0.002909127
"315",21,73,0.0006610741
"316",21,74,0.001834756
"317",21,75,0.0002267113
"318",21,77,3.821991e-05
"319",21,78,1.956137e-05
"320",21,81,0.00064703
"321",21,82,0.002993392
"322",21,85,0.001110484
"323",21,86,0.0003741739
"324",21,94,0.02196792
"325",21,95,0.002018332
"326",21,96,0.0003149883
"327",21,99,2.507868e-06
"328",21,123,19.14843
"329",22,29,0.005982061
"330",22,57,6.679203e-05
"331",22,58,7.514105e-05
"332",22,59,0.03147262
"333",22,65,6.825311e-06
"334",22,67,1.283659e-06
"335",22,68,0.02219687
"336",22,69,2.932588e-05
"337",22,70,2.95346e-05
"338",22,72,0.001815908
"339",22,96,1.252351e-05
"340",22,123,0.3652961
"341",23,22,0.2537075
"342",23,28,0.007195529
"343",23,29,0.004847625
"344",23,30,0.0009288294
"345",23,37,0.0005925109
"346",23,45,0.0003679472
"347",23,57,0.00216024
"348",23,58,7.38003e-05
"349",23,59,0.05214623
"350",23,65,0.0005050049
"351",23,67,7.664687e-05
"352",23,68,0.005038451
"353",23,69,0.001578272
"354",23,72,0.002453333
"355",23,73,0.0005577193
"356",23,74,0.001736415
"357",23,75,0.0001918808
"358",23,96,0.0002920383
"359",23,123,9.497857
"360",24,25,9.161333
"361",24,26,33.0309
"362",24,32,0.00477174
"363",24,35,0.001437199
"364",24,36,0.01734997
"365",24,37,0.009262613
"366",24,38,0.04701921
"367",24,39,0.09821557
"368",24,40,0.2779949
"369",24,91,0.0004222955
"370",24,124,49.67424
"371",25,26,3.724224
"372",25,32,0.0003322478
"373",25,35,0.5372583
"374",25,36,0.00120846
"375",25,37,0.0007336703
"376",25,38,0.003274265
"377",25,39,0.006838855
"378",25,40,0.02150702
"379",25,91,2.945162e-05
"380",25,124,7.739161
"381",26,30,0.026765
"382",26,32,0.005237543
"383",26,36,0.7617334
"384",26,38,0.425774
"385",26,44,0.01821349
"386",26,45,0.2755237
"387",26,47,0.05211704
"388",26,48,0.01860005
"389",26,58,2.194272e-05
"390",26,82,0.00805421
"391",26,85,0.004263451
"392",26,89,0.001610842
"393",26,91,0.001414998
"394",26,96,0.003440086
"395",26,100,0.001305284
"396",26,124,86.25223
"397",27,30,0.1480688
"398",27,57,0.002908563
"399",27,81,0.002651776
"400",27,83,2.264574e-06
"401",27,84,0.01026843
"402",27,89,0.0006682516
"403",27,97,0.004991162
"404",27,100,0.0001081739
"405",27,118,0.0002173587
"406",27,120,1.617553e-05
"407",27,122,3.851798e-05
"408",27,123,0.07674076
"409",28,88,0.0003818928
"410",28,89,2.125134e-05
"411",28,97,0.000158859
"412",28,124,0.0171473
"413",29,30,0.06322218
"414",29,81,7.245269e-05
"415",29,84,0.00730496
"416",29,88,0.006909763
"417",29,97,0.002013032
"418",29,118,0.0001049741
"419",29,120,1.193823e-07
"420",29,124,0.01534988
"421",30,36,0.04538731
"422",30,47,0.006990653
"423",30,61,0.003882127
"424",30,89,0.0001946611
"425",30,97,0.01813777
"426",30,98,0.0004932087
"427",30,100,0.0003933566
"428",30,102,5.43639e-06
"429",30,118,0.0002551775
"430",30,120,2.904787e-07
"431",30,122,7.241796e-05
"432",30,124,0.2393413
"433",31,30,0.05864134
"434",31,34,0.01372629
"435",31,36,0.09814812
"436",31,44,0.06281197
"437",31,49,0.02919842
"438",31,50,0.001335651
"439",31,51,0.01850008
"440",31,52,0.0003940272
"441",31,53,0.000229344
"442",31,54,0.02752027
"443",31,56,0.000638526
"444",31,57,0.003074422
"445",31,58,3.74831e-05
"446",31,61,0.0003081495
"447",31,67,0.0005354729
"448",31,68,0.013209
"449",31,69,0.01224616
"450",31,78,0.000281881
"451",31,81,0.003712948
"452",31,82,0.005748755
"453",31,83,6.112472e-05
"454",31,84,0.0005718446
"455",31,85,0.001792318
"456",31,87,0.0001626625
"457",31,89,6.769185e-05
"458",31,97,0.0001131565
"459",31,98,0.005140539
"460",31,100,2.465195e-06
"461",31,102,6.647946e-06
"462",31,105,0.0003384592
"463",31,106,0.0002182304
"464",31,107,0.0001667038
"465",31,108,0.0001171978
"466",31,109,0.0001555902
"467",31,110,0.000647619
"468",31,111,1.070946e-05
"469",31,113,0.0002647054
"470",31,114,9.638511e-05
"471",31,115,0.0002707674
"472",31,118,0.0008314983
"473",31,120,9.466755e-07
"474",31,121,3.404799e-05
"475",31,122,8.850456e-05
"476",31,124,0.652121
"477",32,30,0.003725924
"478",32,34,0.02564019
"479",32,44,0.03620546
"480",32,47,0.007063561
"481",32,52,2.282842e-05
"482",32,53,1.589836e-05
"483",32,54,0.001752896
"484",32,56,4.066312e-05
"485",32,57,0.006113735
"486",32,58,6.97082e-05
"487",32,61,0.0001243334
"488",32,67,6.196286e-05
"489",32,68,0.01873866
"490",32,69,0.001417604
"491",32,74,0.0005554236
"492",32,78,1.630601e-05
"493",32,81,0.0005207732
"494",32,82,0.0003332541
"495",32,83,3.546558e-06
"496",32,84,0.0004412815
"497",32,87,2.068825e-05
"498",32,97,0.0007327514
"499",32,98,0.002039271
"500",32,100,1.589836e-05
"501",32,105,0.0002150356
"502",32,106,0.0001386011
"503",32,107,0.0001059891
"504",32,108,7.449809e-05
"505",32,109,9.875329e-05
"506",32,110,0.000412746
"507",32,111,6.797569e-06
"508",32,113,0.0001691749
"509",32,114,6.135138e-05
"510",32,115,0.0001722323
"511",32,118,0.0001589836
"512",32,120,1.803853e-07
"513",32,122,5.635766e-06
"514",32,124,0.09465742
"515",33,52,3.33023e-06
"516",33,53,2.108798e-06
"517",33,54,0.00025577
"518",33,56,5.940129e-06
"519",33,57,0.0008925853
"520",33,58,1.01786e-05
"521",33,61,4.927488e-05
"522",33,68,0.002736217
"523",33,81,7.610464e-05
"524",33,82,4.854411e-05
"525",33,83,5.167599e-07
"526",33,84,6.441228e-05
"527",33,87,1.513741e-05
"528",33,97,0.0001064839
"529",33,98,0.0002975284
"530",33,100,2.31759e-06
"531",33,107,1.5555e-05
"532",33,109,1.440664e-05
"533",33,110,6.023646e-05
"534",33,113,2.463744e-05
"535",33,114,8.967611e-06
"536",33,115,2.515942e-05
"537",33,118,2.31759e-05
"538",33,124,0.01976111
"539",34,52,2.832586e-06
"540",34,53,2.095906e-06
"541",34,54,0.0002189288
"542",34,56,5.063377e-06
"543",34,57,0.0007605441
"544",34,58,8.674146e-06
"545",34,61,4.202188e-05
"546",34,78,2.033652e-06
"547",34,81,6.484858e-05
"548",34,82,4.139933e-05
"549",34,83,4.409704e-07
"550",34,84,5.488784e-05
"551",34,87,1.286596e-05
"552",34,97,0.0007460181
"553",34,98,0.0002542064
"554",34,100,1.981773e-06
"555",34,109,1.224341e-05
"556",34,110,5.136008e-05
"557",34,113,2.095906e-05
"558",34,114,7.636569e-06
"559",34,115,2.137409e-05
"560",34,118,1.981773e-05
"561",34,124,0.01827381
"562",35,36,0.1388486
"563",35,44,0.09129722
"564",35,49,0.01421771
"565",35,54,0.009834493
"566",35,56,0.0002282071
"567",35,61,0.002021997
"568",35,62,2.713814e-05
"569",35,68,0.004360606
"570",35,78,9.148844e-05
"571",35,81,0.00843955
"572",35,82,0.01106599
"573",35,83,2.672696e-05
"574",35,84,0.01228721
"575",35,85,0.002565788
"576",35,89,2.199834e-05
"577",35,94,0.01143091
"578",35,95,0.001168791
"579",35,96,0.0009580586
"580",35,97,0.004109784
"581",35,98,0.0002539061
"582",35,100,8.922692e-05
"583",35,105,0.0002415706
"584",35,106,0.0001552219
"585",35,107,0.0001192434
"586",35,108,8.357314e-05
"587",35,109,2.775492e-05
"588",35,110,0.000231291
"589",35,111,3.813731e-06
"590",35,113,0.0001891446
"591",35,114,0.0001151315
"592",35,115,0.0003217515
"593",35,118,0.0002970804
"594",35,120,3.381988e-07
"595",35,122,3.166117e-05
"596",35,124,0.8364037
"597",36,44,0.1992266
"598",36,49,0.01395364
"599",36,54,0.008774941
"600",36,56,0.0002039261
"601",36,61,0.001292891
"602",36,62,2.661236e-05
"603",36,68,0.00388989
"604",36,78,8.157044e-05
"605",36,81,0.007529972
"606",36,82,0.00888608
"607",36,83,2.385935e-05
"608",36,84,0.01096307
"609",36,85,0.002289071
"610",36,89,1.967887e-05
"611",36,94,0.01019834
"612",36,95,0.001043082
"613",36,96,0.0008850393
"614",36,97,0.003666591
"615",36,98,0.000226358
"616",36,100,7.963314e-05
"617",36,102,1.060416e-05
"618",36,105,0.0002161617
"619",36,106,0.0001386698
"620",36,107,0.0001060416
"621",36,108,7.453499e-05
"622",36,109,2.477702e-05
"623",36,110,0.000206985
"624",36,111,3.405566e-06
"625",36,113,0.0001692587
"626",36,114,0.0001029827
"627",36,115,0.0002875358
"628",36,118,0.0002651039
"629",36,120,3.018106e-07
"630",36,122,2.824376e-05
"631",36,124,0.3098769
"632",37,36,0.1280847
"633",37,49,0.01285363
"634",37,54,0.004534391
"635",37,56,0.0001053576
"636",37,61,0.0009672831
"637",37,62,1.254257e-05
"638",37,68,0.002009822
"639",37,69,0.001003406
"640",37,78,4.214304e-05
"641",37,81,0.004894613
"642",37,82,0.005101315
"643",37,83,1.234189e-05
"644",37,84,0.005664225
"645",37,85,0.002186421
"646",37,89,1.01344e-05
"647",37,94,0.009810298
"648",37,95,0.0009943751
"649",37,96,0.0004404951
"650",37,97,0.001883392
"651",37,98,0.0001284359
"652",37,100,4.093896e-05
"653",37,102,5.478596e-06
"654",37,105,0.000111378
"655",37,106,7.174351e-05
"656",37,107,5.508697e-05
"657",37,108,3.853078e-05
"658",37,109,1.274325e-05
"659",37,110,0.000106361
"660",37,111,1.75596e-06
"661",37,113,8.72963e-05
"662",37,114,5.297982e-05
"663",37,115,0.0001485041
"664",37,118,0.0001374666
"665",37,120,1.555279e-07
"666",37,122,1.454938e-05
"667",37,124,0.1883804
"668",38,36,0.07588175
"669",38,45,0.004346227
"670",38,47,0.008220548
"671",38,54,0.002269639
"672",38,56,5.27063e-05
"673",38,57,0.004732331
"674",38,58,3.513753e-07
"675",38,61,0.007457533
"676",38,67,8.028518e-05
"677",38,68,0.01799675
"678",38,69,0.0003146035
"679",38,78,2.11438e-05
"680",38,81,0.0003666969
"681",38,82,0.0001266585
"682",38,84,0.04191377
"683",38,85,0.0001348301
"684",38,88,0.00205718
"685",38,89,2.543385e-05
"686",38,91,2.022451e-05
"687",38,96,0.0002706816
"688",38,98,0.0006077567
"689",38,100,2.063308e-05
"690",38,105,0.0002788531
"691",38,106,0.0001797734
"692",38,107,0.0001378944
"693",38,108,9.642392e-05
"694",38,113,0.0002185881
"695",38,114,7.957016e-05
"696",38,115,0.0002226739
"697",38,122,7.293081e-06
"698",38,124,0.2572936
"699",39,29,0.0007270331
"700",39,30,8.465034e-05
"701",39,36,0.01896413
"702",39,45,0.0005514015
"703",39,47,0.001149774
"704",39,49,0.02510102
"705",39,54,0.005557923
"706",39,56,6.667874e-06
"707",39,57,0.0005238314
"708",39,58,5.28937e-06
"709",39,61,0.003892486
"710",39,67,1.019072e-05
"711",39,68,0.01187045
"712",39,69,0.003103165
"713",39,70,1.092592e-06
"714",39,73,8.240389e-05
"715",39,74,0.001279456
"716",39,75,2.828485e-05
"717",39,78,2.68553e-06
"718",39,81,0.003925162
"719",39,82,0.000448269
"720",39,83,1.480615e-06
"721",39,84,0.002508877
"722",39,85,1.868638e-05
"723",39,87,0.0008168911
"724",39,88,0.0002899964
"725",39,91,2.828486e-06
"726",39,93,0.0003849599
"727",39,94,0.01471629
"728",39,95,0.0002808063
"729",39,96,6.882307e-05
"730",39,98,0.002726374
"731",39,100,0.001024177
"732",39,124,0.04050963
"733",40,29,0.02695786
"734",40,30,0.0006990546
"735",40,36,0.01889788
"736",40,44,0.160228
"737",40,47,0.01281295
"738",40,49,0.03926
"739",40,52,0.00125667
"740",40,57,0.002498077
"741",40,58,2.442112e-05
"742",40,59,0.008337778
"743",40,62,2.981412e-05
"744",40,66,0.002256918
"745",40,67,0.0001149828
"746",40,68,0.003650958
"747",40,69,0.002639516
"748",40,70,1.241407e-05
"749",40,72,0.00217348
"750",40,73,0.005262751
"751",40,74,0.004223837
"752",40,75,0.001807163
"753",40,81,0.0008720375
"754",40,82,0.003433203
"755",40,83,1.129477e-05
"756",40,84,0.02298943
"757",40,85,0.00103281
"758",40,86,0.0004863873
"759",40,87,9.49371e-05
"760",40,88,0.002430919
"761",40,91,2.157199e-05
"762",40,93,0.003223588
"763",40,94,0.002805376
"764",40,95,0.0002869482
"765",40,96,0.000576949
"766",40,98,0.001294319
"767",40,100,0.002064602
"768",40,122,7.010896e-06
"769",40,124,0.163302
"770",41,29,0.007273769
"771",41,30,0.0009412635
"772",41,36,0.05132065
"773",41,44,0.03032814
"774",41,47,0.005572604
"775",41,49,0.02044437
"776",41,57,0.002749827
"777",41,58,2.684982e-05
"778",41,59,0.008070145
"779",41,62,3.647523e-05
"780",41,66,0.001985874
"781",41,67,0.0002097326
"782",41,68,0.005556393
"783",41,69,0.004310156
"784",41,70,2.249306e-05
"785",41,72,0.0003059866
"786",41,73,0.006771221
"787",41,74,0.006112641
"788",41,75,0.00290586
"789",41,81,0.0009605143
"790",41,82,0.003576599
"791",41,83,1.246237e-05
"792",41,84,0.02079291
"793",41,85,0.001136811
"794",41,86,0.000423518
"795",41,87,0.0001043597
"796",41,88,0.001663676
"797",41,91,2.37089e-05
"798",41,93,0.002536041
"799",41,94,0.003089249
"800",41,95,0.0003161186
"801",41,96,0.0006352769
"802",41,98,0.0003049735
"803",41,100,0.001037518
"804",41,122,9.4329e-06
"805",41,124,0.1720496
"806",42,29,0.0159957
"807",42,30,0.001862013
"808",42,36,0.07432944
"809",42,47,0.02116952
"810",42,56,0.000136074
"811",42,57,0.005147801
"812",42,58,5.753131e-06
"813",42,59,0.01675912
"814",42,67,0.0002071127
"815",42,69,0.000810441
"816",42,70,2.221209e-05
"817",42,72,0.0006063299
"818",42,73,8.074394e-05
"819",42,74,0.001393758
"820",42,75,2.771508e-05
"821",42,78,5.432956e-05
"822",42,79,0.003008637
"823",42,81,0.003055663
"824",42,82,0.008311522
"825",42,83,2.741492e-05
"826",42,84,0.001016553
"827",42,85,0.00250036
"828",42,87,0.0001150626
"829",42,88,0.005297882
"830",42,91,5.222842e-05
"831",42,93,0.003902123
"832",42,96,0.00069838
"833",42,100,5.302885e-05
"834",42,122,1.871018e-05
"835",42,124,0.1735064
"836",43,29,0.02286267
"837",43,44,0.1877307
"838",43,50,0.0002657279
"839",43,51,0.003685968
"840",43,56,0.0001942632
"841",43,57,0.002857582
"842",43,58,0.000177152
"843",43,59,0.02000207
"844",43,60,0.001593361
"845",43,61,0.0001318574
"846",43,62,0.0009542048
"847",43,63,0.004138914
"848",43,64,0.001275293
"849",43,66,0.003174643
"850",43,67,0.0002959243
"851",43,68,0.0307419
"852",43,69,0.001158534
"853",43,70,6.965293e-05
"854",43,72,0.0001248116
"855",43,73,0.0004781089
"856",43,74,0.002938105
"857",43,75,0.0001640668
"858",43,76,1.781585e-05
"859",43,77,0.0002023156
"860",43,78,7.770528e-05
"861",43,79,0.002058385
"862",43,80,0.0006351299
"863",43,81,0.0006864638
"864",43,82,0.003267246
"865",43,83,1.670865e-05
"866",43,84,0.0001016611
"867",43,85,0.008081551
"868",43,86,0.001967796
"869",43,87,0.0002466036
"870",43,88,0.003785616
"871",43,93,0.001023656
"872",43,96,0.0009793685
"873",43,98,0.001690996
"874",43,99,1.32864e-05
"875",43,100,0.0001187723
"876",43,101,5.878224e-07
"877",43,102,1.002519e-05
"878",43,103,0.0009713161
"879",43,104,0.0002194268
"880",43,105,0.001020637
"881",43,106,0.000657274
"882",43,107,0.000504279
"883",43,108,0.0003522908
"884",43,109,0.0002335185
"885",43,110,0.0009773553
"886",43,111,1.610472e-05
"887",43,113,0.0007991968
"888",43,114,0.0002908915
"889",43,115,0.0008153016
"890",43,116,3.090094e-06
"891",43,117,0.0002737803
"892",43,118,0.001505791
"893",43,120,1.711127e-06
"894",43,121,1.026676e-05
"895",43,122,2.667345e-05
"896",43,123,0.8877929
"897",44,29,0.01130595
"898",44,50,0.001788765
"899",44,51,0.02477111
"900",44,53,2.122792e-06
"901",44,54,0.004134242
"902",44,56,9.594189e-05
"903",44,57,0.002828309
"904",44,58,0.0001748182
"905",44,59,0.009900121
"906",44,60,0.003784606
"907",44,61,0.0002861607
"908",44,62,0.0004724253
"909",44,63,0.002048911
"910",44,64,0.0006316348
"911",44,67,2.924042e-05
"912",44,68,0.003042669
"913",44,69,0.0006690958
"914",44,70,3.444335e-05
"915",44,72,6.16026e-05
"916",44,73,0.0002362127
"917",44,74,0.0007273686
"918",44,75,8.116559e-05
"919",44,76,8.803345e-06
"920",44,77,0.0001003123
"921",44,78,3.850163e-05
"922",44,79,0.002127995
"923",44,80,0.0006566088
"924",44,81,0.0003735698
"925",44,82,0.005290332
"926",44,83,1.248701e-05
"927",44,84,5.046835e-05
"928",44,85,0.004399591
"929",44,86,0.004235179
"930",44,87,0.0001623312
"931",44,88,0.003053075
"932",44,93,0.0007429774
"933",44,96,0.0007898036
"934",44,98,0.004849124
"935",44,99,6.576494e-06
"936",44,100,7.773166e-05
"937",44,101,2.913636e-07
"938",44,102,4.963588e-06
"939",44,103,0.00048075
"940",44,104,0.0001082208
"941",44,105,0.0005046835
"942",44,106,0.0003257029
"943",44,107,0.0002497403
"944",44,108,0.0001748182
"945",44,109,0.0001155049
"946",44,110,0.0004838718
"947",44,111,7.970877e-06
"948",44,113,0.0003954221
"949",44,114,0.0001436007
"950",44,115,0.0004037468
"951",44,116,1.529659e-06
"952",44,117,0.000135276
"953",44,118,0.0007450585
"954",44,120,8.480764e-07
"955",44,121,5.078052e-06
"956",44,122,1.321542e-05
"957",44,124,0.228964
"958",45,53,8.062297e-05
"959",45,54,0.006068471
"960",45,56,0.0001406097
"961",45,57,0.001037882
"962",45,58,6.433652e-05
"963",45,59,0.003632586
"964",45,60,0.002417678
"965",45,61,0.0002205246
"966",45,62,0.0006929326
"967",45,63,0.003006417
"968",45,64,0.0009266078
"969",45,68,0.004466128
"970",45,70,5.057902e-05
"971",45,72,2.488488e-05
"972",45,73,0.0003469721
"973",45,74,0.001067217
"974",45,75,0.0001193665
"975",45,76,1.426329e-05
"976",45,77,0.0001476908
"977",45,78,5.644619e-05
"978",45,79,0.003435328
"979",45,80,0.001060136
"980",45,81,0.0004987092
"981",45,82,0.002373168
"982",45,83,1.213897e-05
"983",45,84,8.153339e-05
"984",45,85,0.005870202
"985",45,86,0.002680688
"986",45,87,0.0003935048
"987",45,88,0.006110958
"988",45,93,0.001487023
"989",45,96,0.001739918
"990",45,99,9.650478e-06
"991",45,100,6.059367e-05
"992",45,101,3.500068e-07
"993",45,102,5.968325e-06
"994",45,103,0.0005786241
"995",45,104,0.0001304939
"996",45,105,0.0006079599
"997",45,106,0.0003914817
"998",45,107,0.0003004394
"999",45,108,0.0002104087
"1000",45,109,0.0001395981
"1001",45,110,0.0005816588
"1002",45,111,9.599898e-06
"1003",45,113,0.0004764544
"1004",45,114,0.0001729803
"1005",45,115,0.0004855586
"1006",45,116,1.841076e-06
"1007",45,117,0.0001628645
"1008",45,118,0.000897272
"1009",45,120,1.021696e-06
"1010",45,121,6.109946e-06
"1011",45,122,1.588181e-05
"1012",45,124,0.2213267
"1013",46,29,0.0002219953
"1014",46,56,2.599945e-06
"1015",46,57,0.001228974
"1016",46,58,7.619838e-05
"1017",46,59,0.002150954
"1018",46,60,3.579924e-05
"1019",46,63,4.449906e-05
"1020",46,64,1.369971e-05
"1021",46,67,3.159933e-06
